# date    flux       error  
2456817.045937091     1.000368053     0.0001
2456817.066369306     1.000324197     0.0001
2456817.086801322     1.000236113     0.0001
2456817.107233437     1.000312868     0.0001
2456817.127665652     1.000539742     0.0001
2456817.148097666     1.000211266     0.0001
2456817.168529779     1.000325909     0.0001
2456817.188961993     1.000369209     0.0001
2456817.209394106     1.000364847     0.0001
2456817.229826118     1.000465304     0.0001
2456817.25025833     1.000415396     0.0001
2456817.270690442     1.000227175     0.0001
2456817.291122554     1.000236563     0.0001
2456817.311554664     1.00033074     0.0001
2456817.331986775     1.000466106     0.0001
2456817.352418985     1.000412321     0.0001
2456817.372850994     1.000510409     0.0001
2456817.393283004     1.000564136     0.0001
2456817.475011536     1.000443174     0.0001
2456817.495443644     1.000645015     0.0001
2456817.515875651     1.000423016     0.0001
2456817.536307857     1.000564222     0.0001
2456817.556739962     1.000651673     0.0001
2456817.577171968     1.000479409     0.0001
2456817.597604173     1.000509978     0.0001
2456817.618036278     1.00041684     0.0001
2456817.638468382     1.000384132     0.0001
2456817.658900486     1.000456975     0.0001
2456817.67933259     1.000478037     0.0001
2456817.699764693     1.000491907     0.0001
2456817.720196895     1.000526574     0.0001
2456817.740628897     1.000472712     0.0001
2456817.761061099     1.000479059     0.0001
2456817.7814932     1.000583268     0.0001
2456817.801925201     1.000399387     0.0001
2456817.822357402     1.000450686     0.0001
2456817.842789502     1.000533733     0.0001
2456817.863221502     1.000730276     0.0001
2456817.883653701     1.00033731     0.0001
2456817.9040858     1.000402925     0.0001
2456817.985814092     1.000456381     0.0001
2456818.006246289     1.000280051     0.0001
2456818.026678385     1.000261313     0.0001
2456818.047110481     1.0002932     0.0001
2456818.067542576     1.000410033     0.0001
2456818.087974672     1.000265764     0.0001
2456818.108406766     1.000446914     0.0001
2456818.128838861     1.000160652     0.0001
2456818.169702948     1.000271761     0.0001
2456818.190135141     1.000386821     0.0001
2456818.210567234     1.000227028     0.0001
2456818.230999427     1.000006644     0.0001
2456818.251431419     1.000337174     0.0001
2456818.27186351     1.000239061     0.0001
2456818.292295701     1.000406903     0.0001
2456818.312727692     1.00024211     0.0001
2456818.333159782     1.000419272     0.0001
2456818.353591972     1.000507545     0.0001
2456818.374023962     1.000240217     0.0001
2456818.394456051     1.000397295     0.0001
2456818.455752316     1.000396358     0.0001
2456818.476184503     1.00027322     0.0001
2456818.49661649     1.000445451     0.0001
2456818.517048577     1.000491613     0.0001
2456818.537480763     1.000393595     0.0001
2456818.557912849     1.000182457     0.0001
2456818.578344834     1.000376743     0.0001
2456818.59877702     1.000420522     0.0001
2456818.619209104     1.000374007     0.0001
2456818.639641088     1.00036494     0.0001
2456818.660073272     1.000439165     0.0001
2456818.680505355     1.000404854     0.0001
2456818.700937539     1.000294303     0.0001
2456818.721369521     1.000298882     0.0001
2456818.741801603     1.000378502     0.0001
2456818.762233785     1.000408778     0.0001
2456818.782665766     1.000459174     0.0001
2456818.803097847     1.000484264     0.0001
2456818.823530028     1.000678808     0.0001
2456818.843962009     1.000188511     0.0001
2456818.864394088     1.000349816     0.0001
2456818.884826167     1.00024533     0.0001
2456818.946122403     1.00033432     0.0001
2456818.966554481     1.000400838     0.0001
2456818.986986558     1.000382511     0.0001
2456819.007418635     1.000433228     0.0001
2456819.027850712     1.000432631     0.0001
2456819.048282788     1.000485357     0.0001
2456819.068714964     1.000358509     0.0001
2456819.089146939     1.000513869     0.0001
2456819.130011189     1.000253474     0.0001
2456819.150443163     1.000380955     0.0001
2456819.170875337     1.000541699     0.0001
2456819.19130741     1.000235153     0.0001
2456819.211739383     1.00038474     0.0001
2456819.232171556     1.000552229     0.0001
2456819.252603628     1.000362254     0.0001
2456819.273035599     1.000262986     0.0001
2456819.293467771     1.000477669     0.0001
2456819.313899842     1.000420043     0.0001
2456819.334331813     1.000656119     0.0001
2456819.354763983     1.000535262     0.0001
2456819.375196052     1.000499459     0.0001
2456819.395628122     1.000627271     0.0001
2456819.416060191     1.000469417     0.0001
2456819.43649226     1.00049583     0.0001
2456819.456924327     1.000571452     0.0001
2456819.477356395     1.000376596     0.0001
2456819.497788463     1.000313228     0.0001
2456819.51822053     1.000329868     0.0001
2456819.538652697     1.000016021     0.0001
2456819.559084663     1.000150003     0.0001
2456819.579516728     0.999849677     0.0001
2456819.599948794     0.999883579     0.0001
2456819.681677051     1.000419034     0.0001
2456819.702109215     1.000451183     0.0001
2456819.722541178     1.000621756     0.0001
2456819.742973241     1.000715371     0.0001
2456819.763405403     1.000440736     0.0001
2456819.783837365     1.000549112     0.0001
2456819.804269426     1.000539881     0.0001
2456819.824701587     1.000652118     0.0001
2456819.845133548     1.000391732     0.0001
2456819.865565608     1.000462721     0.0001
2456819.926861787     1.000246942     0.0001
2456819.947293946     1.000292349     0.0001
2456819.967726004     1.000066113     0.0001
2456819.988157962     1.000201992     0.0001
2456820.008590119     1.000201574     0.0001
2456820.029022177     1.000082353     0.0001
2456820.049454133     1.000190103     0.0001
2456820.06988629     1.000239665     0.0001
2456820.090318346     1.000152096     0.0001
2456820.110750501     1.000290646     0.0001
2456820.172046665     1.000075921     0.0001
2456820.192478619     1.000138908     0.0001
2456820.212910673     1.000142915     0.0001
2456820.233342826     1.000402742     0.0001
2456820.253774779     1.000330026     0.0001
2456820.274206832     1.000217146     0.0001
2456820.294638984     1.000292693     0.0001
2456820.315070936     1.000382973     0.0001
2456820.355935137     1.000238752     0.0001
2456820.376367088     1.000209699     0.0001
2456820.396799138     1.000252768     0.0001
2456820.417231188     1.000288223     0.0001
2456820.437663237     1.000300109     0.0001
2456820.458095286     1.000266539     0.0001
2456820.478527434     1.000305649     0.0001
2456820.498959383     1.000136861     0.0001
2456820.51939153     1.000137314     0.0001
2456820.539823578     1.000339317     0.0001
2456820.560255525     1.000298873     0.0001
2456820.662415854     1.000339024     0.0001
2456820.682847799     1.000293148     0.0001
2456820.703279943     1.000410715     0.0001
2456820.723711987     1.000411842     0.0001
2456820.74414403     1.00044269     0.0001
2456820.764576074     1.000285899     0.0001
2456820.785008116     1.000124648     0.0001
2456820.805440159     1.00045645     0.0001
2456820.825872201     1.000399142     0.0001
2456820.846304242     1.000342553     0.0001
2456820.907600365     1.000388998     0.0001
2456820.928032405     1.000314327     0.0001
2456820.948464545     1.000282961     0.0001
2456820.968896484     1.000497776     0.0001
2456820.989328623     1.000442185     0.0001
2456821.009760661     1.000238191     0.0001
2456821.030192599     1.000242863     0.0001
2456821.050624737     1.000274736     0.0001
2456821.071056775     1.000296309     0.0001
2456821.091488711     1.000382601     0.0001
2456821.111920848     1.000286477     0.0001
2456821.132352784     1.000655488     0.0001
2456821.15278482     1.000368728     0.0001
2456821.173216956     1.000376788     0.0001
2456821.193648891     1.000469878     0.0001
2456821.214080925     1.000670497     0.0001
2456821.23451306     1.000528988     0.0001
2456821.254944994     1.000493648     0.0001
2456821.275377027     1.000659972     0.0001
2456821.29580916     1.00032888     0.0001
2456821.316241193     1.000458455     0.0001
2456821.336673125     1.000421141     0.0001
2456821.39796922     1.000548185     0.0001
2456821.418401351     1.000536883     0.0001
2456821.438833382     1.000517469     0.0001
2456821.459265512     1.000630072     0.0001
2456821.479697442     1.00047406     0.0001
2456821.500129471     1.00074087     0.0001
2456821.5205616     1.000423923     0.0001
2456821.540993528     1.000535541     0.0001
2456821.561425557     1.000596741     0.0001
2456821.643153766     1.000405682     0.0001
2456821.663585692     1.000551894     0.0001
2456821.684017718     1.000462447     0.0001
2456821.704449843     1.000470067     0.0001
2456821.724881768     1.000582834     0.0001
2456821.745313794     1.000533534     0.0001
2456821.765745918     1.000578727     0.0001
2456821.786177942     1.000304122     0.0001
2456821.806609866     1.000590849     0.0001
2456821.827041989     1.000414763     0.0001
2456821.908769978     1.000477656     0.0001
2456821.9292021     1.000420405     0.0001
2456821.949634121     1.000509466     0.0001
2456821.970066042     1.000435553     0.0001
2456821.990498162     1.00045302     0.0001
2456822.010930182     1.000576429     0.0001
2456822.031362101     1.00075245     0.0001
2456822.051794221     1.000523954     0.0001
2456822.072226239     1.000329971     0.0001
2456822.092658158     1.000385658     0.0001
2456822.113090276     1.000409523     0.0001
2456822.133522293     1.000375446     0.0001
2456822.153954311     1.000334267     0.0001
2456822.174386328     1.000352824     0.0001
2456822.194818345     1.00063108     0.0001
2456822.21525036     1.000490835     0.0001
2456822.235682376     1.000491539     0.0001
2456822.256114392     1.000591761     0.0001
2456822.276546407     1.000431053     0.0001
2456822.296978522     1.000499114     0.0001
2456822.378706477     1.000496004     0.0001
2456822.39913859     1.000342772     0.0001
2456822.419570602     1.000328088     0.0001
2456822.440002514     1.000440579     0.0001
2456822.460434626     1.000225615     0.0001
2456822.480866637     1.000294829     0.0001
2456822.501298548     1.000257928     0.0001
2456822.521730659     1.000551448     0.0001
2456822.542162669     1.000337869     0.0001
2456822.583026688     1.00070568     0.0001
2456822.603458698     1.00020633     0.0001
2456822.623890606     1.000388399     0.0001
2456822.644322715     1.000222608     0.0001
2456822.664754723     1.000407661     0.0001
2456822.685186631     1.000262389     0.0001
2456822.705618738     1.000401315     0.0001
2456822.726050745     1.000455116     0.0001
2456822.746482651     1.000302079     0.0001
2456822.766914758     1.000086136     0.0001
2456822.787346763     1.000166888     0.0001
2456822.807778669     1.000282048     0.0001
2456822.869074883     1.000253412     0.0001
2456822.889506787     1.000433699     0.0001
2456822.909938791     1.000157097     0.0001
2456822.930370894     1.000289432     0.0001
2456822.950802797     1.000308184     0.0001
2456822.971234799     1.000404663     0.0001
2456822.991666901     1.000275373     0.0001
2456823.012098803     1.000299241     0.0001
2456823.032530804     1.000029208     0.0001
2456823.052962905     1.000045415     0.0001
2456823.073394806     1.000063732     0.0001
2456823.093826806     1.000126675     0.0001
2456823.114258906     1.000211726     0.0001
2456823.134690906     1.000277036     0.0001
2456823.175554904     1.000324243     0.0001
2456823.195986903     1.00032927     0.0001
2456823.216418801     1.00026031     0.0001
2456823.236850898     1.000126225     0.0001
2456823.257282896     1.000086002     0.0001
2456823.277714893     1.000239698     0.0001
2456823.298146889     1.000287334     0.0001
2456823.359442877     1.000110174     0.0001
2456823.379874773     1.000309796     0.0001
2456823.400306867     1.000323948     0.0001
2456823.441170756     0.998893822     0.0001
2456823.46160285     0.998675918     0.0001
2456823.482034843     0.998715453     0.0001
2456823.502466837     0.998782246     0.0001
2456823.522898829     0.999519293     0.0001
2456823.604626796     1.000098763     0.0001
2456823.625058787     0.999989475     0.0001
2456823.645490878     1.000016528     0.0001
2456823.665922768     1.000061452     0.0001
2456823.686354758     1.000115425     0.0001
2456823.706786847     1.000034044     0.0001
2456823.727218736     1.000114565     0.0001
2456823.747650825     0.999976305     0.0001
2456823.768082814     0.999978947     0.0001
2456823.788514701     0.999760409     0.0001
2456823.849810663     0.999879414     0.0001
2456823.87024275     0.999917391     0.0001
2456823.890674736     0.999897988     0.0001
2456823.911106622     0.999892253     0.0001
2456823.931538707     0.999908055     0.0001
2456823.951970692     0.999876626     0.0001
2456823.972402677     0.999865623     0.0001
2456823.992834662     0.999902816     0.0001
2456824.013266646     0.999722634     0.0001
2456824.033698629     0.999754741     0.0001
2456824.054130613     0.999697873     0.0001
2456824.074562596     0.999762657     0.0001
2456824.094994479     0.99973308     0.0001
2456824.115426561     0.999568315     0.0001
2456824.135858543     0.999800908     0.0001
2456824.156290624     0.999891285     0.0001
2456824.176722506     0.99971832     0.0001
2456824.197154486     0.999839296     0.0001
2456824.217586567     0.999682433     0.0001
2456824.238018447     0.999350968     0.0001
2456824.258450427     0.999646066     0.0001
2456824.278882506     0.999674512     0.0001
2456824.340178442     1.000130134     0.0001
2456824.360610321     0.999734243     0.0001
2456824.381042298     0.9996008     0.0001
2456824.401474376     0.999676951     0.0001
2456824.421906253     0.999812759     0.0001
2456824.442338229     0.999569537     0.0001
2456824.462770305     0.999735941     0.0001
2456824.483202282     0.999756151     0.0001
2456824.503634157     0.999602569     0.0001
2456824.524066232     0.999852093     0.0001
2456824.544498207     0.99958524     0.0001
2456824.564930082     0.999821476     0.0001
2456824.585362156     0.999836183     0.0001
2456824.605794129     0.999734947     0.0001
2456824.626226203     0.999628147     0.0001
2456824.646658076     0.999514585     0.0001
2456824.667090049     0.999558056     0.0001
2456824.687522121     0.999546943     0.0001
2456824.707953993     0.999648212     0.0001
2456824.728385965     0.999699865     0.0001
2456824.748817936     0.999604572     0.0001
2456824.769249908     0.999654432     0.0001
2456824.789681878     0.999648097     0.0001
2456824.810113848     0.999604676     0.0001
2456824.830545818     0.999637803     0.0001
2456824.850977788     0.999611105     0.0001
2456824.871409757     0.999513692     0.0001
2456824.891841726     0.99958405     0.0001
2456824.912273695     0.999524668     0.0001
2456824.932705663     0.999530473     0.0001
2456824.95313763     0.999491545     0.0001
2456824.973569598     0.999857405     0.0001
2456824.994001665     0.999558073     0.0001
2456825.014433532     0.999325116     0.0001
2456825.075729431     0.999606604     0.0001
2456825.096161496     0.999710095     0.0001
2456825.116593461     0.999503413     0.0001
2456825.137025326     0.999603001     0.0001
2456825.15745739     0.99965901     0.0001
2456825.177889354     0.999681627     0.0001
2456825.198321218     0.999456335     0.0001
2456825.218753281     0.999613777     0.0001
2456825.239185244     1.000072325     0.0001
2456825.259617107     0.999691684     0.0001
2456825.300481131     0.999583967     0.0001
2456825.320913093     0.999506532     0.0001
2456825.341345054     0.999462737     0.0001
2456825.361777015     0.999497863     0.0001
2456825.382208975     0.999502109     0.0001
2456825.402640936     0.999779608     0.0001
2456825.423072895     0.999589059     0.0001
2456825.443504955     0.999541007     0.0001
2456825.463936914     0.999451176     0.0001
2456825.484368773     0.999738798     0.0001
2456825.504800832     0.999465537     0.0001
2456825.52523269     0.999613255     0.0001
2456825.545664648     0.999670919     0.0001
2456825.566096705     0.99953292     0.0001
2456825.586528562     0.999514782     0.0001
2456825.606960519     0.999632132     0.0001
2456825.647824432     0.999623322     0.0001
2456825.668256388     0.999674703     0.0001
2456825.688688443     0.999547368     0.0001
2456825.709120298     0.999442805     0.0001
2456825.729552253     0.999473347     0.0001
2456825.749984307     0.999529064     0.0001
2456825.811280168     0.999409099     0.0001
2456825.831712121     0.999440523     0.0001
2456825.852144074     0.999442233     0.0001
2456825.872576026     0.99953303     0.0001
2456825.893007978     0.99939812     0.0001
2456825.91343993     0.999303087     0.0001
2456825.933871882     0.999334337     0.0001
2456825.954303833     0.99936144     0.0001
2456825.974735883     0.999468987     0.0001
2456825.995167733     0.999592086     0.0001
2456826.015599684     0.99939642     0.0001
2456826.036031733     0.999311228     0.0001
2456826.056463582     0.999248576     0.0001
2456826.076895531     0.999180661     0.0001
2456826.09732758     0.999137142     0.0001
2456826.117759428     0.999248789     0.0001
2456826.138191376     0.999254017     0.0001
2456826.158623424     0.998695312     0.0001
2456826.179055271     0.998755506     0.0001
2456826.199487218     0.998786374     0.0001
2456826.219919265     0.998543129     0.0001
2456826.301646948     0.998905909     0.0001
2456826.322078993     0.999395066     0.0001
2456826.342510937     0.999438861     0.0001
2456826.362942782     0.999303358     0.0001
2456826.383374826     0.999426036     0.0001
2456826.403806769     0.999387459     0.0001
2456826.424238613     0.999370286     0.0001
2456826.444670655     0.999237526     0.0001
2456826.465102598     0.999291209     0.0001
2456826.48553444     0.999311845     0.0001
2456826.546830265     0.999328907     0.0001
2456826.567262306     0.99939466     0.0001
2456826.587694247     0.999352463     0.0001
2456826.608126087     0.999433031     0.0001
2456826.628558127     0.999085935     0.0001
2456826.648990066     0.999205776     0.0001
2456826.669422106     0.999324266     0.0001
2456826.689853944     0.999295098     0.0001
2456826.710285883     0.999277969     0.0001
2456826.730717921     0.999344729     0.0001
2456826.751149759     0.99926626     0.0001
2456826.771581697     0.999338071     0.0001
2456826.792013734     0.999260125     0.0001
2456826.812445671     0.999330935     0.0001
2456826.832877508     0.999275842     0.0001
2456826.853309544     0.999068855     0.0001
2456826.87374148     0.998998745     0.0001
2456826.894173315     0.999174596     0.0001
2456826.914605351     0.999287359     0.0001
2456826.935037286     0.999139002     0.0001
