# date    flux       error  
2456826.95546912     0.999395547     0.0001
2456827.037196955     0.999242055     0.0001
2456827.057628788     0.999164412     0.0001
2456827.078060821     0.999266769     0.0001
2456827.098492753     0.999173179     0.0001
2456827.118924585     0.999206185     0.0001
2456827.139356617     0.999262931     0.0001
2456827.159788548     0.999310128     0.0001
2456827.180220479     0.999236477     0.0001
2456827.20065241     0.999237883     0.0001
2456827.22108434     0.999288975     0.0001
2456827.282380129     0.999079505     0.0001
2456827.302812058     0.99929862     0.0001
2456827.323243987     0.999089733     0.0001
2456827.343675915     0.999113791     0.0001
2456827.364107843     0.999100364     0.0001
2456827.384539871     0.999144388     0.0001
2456827.404971699     0.999044104     0.0001
2456827.425403626     0.999158356     0.0001
2456827.445835652     0.999007592     0.0001
2456827.466267479     0.999170361     0.0001
2456827.486699505     0.999028614     0.0001
2456827.507131431     0.999182529     0.0001
2456827.527563256     0.999148856     0.0001
2456827.547995281     0.999134339     0.0001
2456827.568427206     0.999086782     0.0001
2456827.58885903     0.999142703     0.0001
2456827.609291055     0.999187264     0.0001
2456827.629722978     0.99917551     0.0001
2456827.650154902     0.999091575     0.0001
2456827.670586825     0.999021748     0.0001
2456827.691018748     0.999159798     0.0001
2456827.711450571     0.999056848     0.0001
2456827.772746336     0.998845746     0.0001
2456827.793178357     0.99879011     0.0001
2456827.813610278     0.998691248     0.0001
2456827.834042099     0.998595338     0.0001
2456827.854474119     0.99862195     0.0001
2456827.874906039     0.998738441     0.0001
2456827.895338059     0.998571551     0.0001
2456827.915769878     0.998724843     0.0001
2456827.936201797     0.998724209     0.0001
2456828.01792957     0.998648501     0.0001
2456828.038361387     0.999060208     0.0001
2456828.058793304     0.998849349     0.0001
2456828.079225321     0.998797392     0.0001
2456828.099657137     0.998929542     0.0001
2456828.120089053     0.998846452     0.0001
2456828.140521069     0.998807761     0.0001
2456828.160952885     0.998808468     0.0001
2456828.1813848     0.998704474     0.0001
2456828.201816815     0.998691223     0.0001
2456828.263112557     0.998773095     0.0001
2456828.283544471     0.998686477     0.0001
2456828.303976384     0.998858408     0.0001
2456828.324408297     0.998744352     0.0001
2456828.34484021     0.998953853     0.0001
2456828.365272122     0.998800675     0.0001
2456828.385704034     0.998858829     0.0001
2456828.406135945     0.998741372     0.0001
2456828.426567857     0.998733198     0.0001
2456828.446999768     0.998701072     0.0001
2456828.467431679     0.998774328     0.0001
2456828.487863589     0.99883198     0.0001
2456828.508295499     0.998679867     0.0001
2456828.528727309     0.998652727     0.0001
2456828.549159318     0.998607299     0.0001
2456828.569591227     0.998643769     0.0001
2456828.590023136     0.998617009     0.0001
2456828.610455045     0.998689611     0.0001
2456828.630886953     0.998553417     0.0001
2456828.651318861     0.998715346     0.0001
2456828.671750769     0.998595381     0.0001
2456828.692182676     0.998708018     0.0001
2456828.753478395     0.998596598     0.0001
2456828.773910401     0.998693707     0.0001
2456828.794342307     0.998791797     0.0001
2456828.814774113     0.998688514     0.0001
2456828.835206118     0.998824286     0.0001
2456828.855638022     0.998813293     0.0001
2456828.876069827     0.998682126     0.0001
2456828.896501831     0.998771523     0.0001
2456828.916933735     0.998619215     0.0001
2456828.937365538     0.99898451     0.0001
2456828.998661247     0.998734255     0.0001
2456829.019093249     0.998812179     0.0001
2456829.039525151     0.998718779     0.0001
2456829.059957052     0.998554875     0.0001
2456829.080388954     0.998790738     0.0001
2456829.100820855     0.998637854     0.0001
2456829.121252756     0.99888455     0.0001
2456829.141684656     0.998709327     0.0001
2456829.162116556     0.998814672     0.0001
2456829.182548456     0.99877526     0.0001
2456829.202980355     0.998870057     0.0001
2456829.223412254     0.999042137     0.0001
2456829.243844253     0.999030725     0.0001
2456829.264276052     0.998745098     0.0001
2456829.28470795     0.999083007     0.0001
2456829.305139948     0.999088373     0.0001
2456829.325571745     0.998930746     0.0001
2456829.346003643     0.998741217     0.0001
2456829.36643564     0.99881725     0.0001
2456829.386867436     0.998761218     0.0001
2456829.407299333     0.998808337     0.0001
2456829.489027015     0.999061704     0.0001
2456829.50945881     0.998957102     0.0001
2456829.529890805     0.999100704     0.0001
2456829.550322699     0.999136033     0.0001
2456829.570754593     0.999075392     0.0001
2456829.591186486     0.999078199     0.0001
2456829.61161838     0.999013621     0.0001
2456829.632050272     0.999000567     0.0001
2456829.652482165     0.998711007     0.0001
2456829.672914058     0.998717633     0.0001
2456829.734209733     0.998385668     0.0001
2456829.754641624     0.998628169     0.0001
2456829.775073615     0.998734291     0.0001
2456829.795505406     0.99865     0.0001
2456829.815937296     0.998618365     0.0001
2456829.836369286     0.99852993     0.0001
2456829.856801075     0.998549625     0.0001
2456829.877232965     0.998517929     0.0001
2456829.897664854     0.998429868     0.0001
2456829.979392407     0.998638267     0.0001
2456829.999824395     0.998403335     0.0001
2456830.020256182     0.998560675     0.0001
2456830.040688069     0.998405096     0.0001
2456830.061120055     0.99875455     0.0001
2456830.101983728     0.998774981     0.0001
2456830.122415713     0.998717943     0.0001
2456830.142847599     0.998588852     0.0001
2456830.163279384     0.998556701     0.0001
2456830.224575038     0.998696131     0.0001
2456830.245007022     0.998818831     0.0001
2456830.265438905     0.998540771     0.0001
2456830.285870689     0.998524343     0.0001
2456830.306302671     0.998709444     0.0001
2456830.326734554     0.99868853     0.0001
2456830.347166537     0.998795659     0.0001
2456830.367598319     0.998782246     0.0001
2456830.388030201     0.998901815     0.0001
2456830.408462182     0.998602354     0.0001
2456830.428893964     0.998758375     0.0001
2456830.449325844     0.998648049     0.0001
2456830.469757825     0.998736773     0.0001
2456830.490189605     0.998652722     0.0001
2456830.510621486     0.998663251     0.0001
2456830.531053465     0.998574042     0.0001
2456830.551485345     0.998648606     0.0001
2456830.571917124     0.998640301     0.0001
2456830.592349103     0.998743638     0.0001
2456830.612780881     0.998614769     0.0001
2456830.63321276     0.998626282     0.0001
2456830.653644738     0.998605751     0.0001
2456830.71494037     0.998754723     0.0001
2456830.755804123     0.998721673     0.0001
2456830.776235999     0.998841938     0.0001
2456830.796667775     0.998944791     0.0001
2456830.817099751     0.998824194     0.0001
2456830.837531626     0.99905143     0.0001
2456830.857963401     0.998797452     0.0001
2456830.878395376     0.998772037     0.0001
2456830.89882725     0.998868336     0.0001
2456830.960122872     0.998819378     0.0001
2456830.980554745     0.999055117     0.0001
2456831.000986618     0.998813143     0.0001
2456831.021418491     0.998803805     0.0001
2456831.041850363     0.998707233     0.0001
2456831.062282335     0.998810382     0.0001
2456831.082714107     0.99887087     0.0001
2456831.103146079     0.998922785     0.0001
2456831.12357795     0.999099044     0.0001
2456831.144009721     0.998849856     0.0001
2456831.164441692     0.999003337     0.0001
2456831.184873562     0.999133791     0.0001
2456831.205305332     0.998991887     0.0001
2456831.225737302     0.999005251     0.0001
2456831.246169171     0.999080349     0.0001
2456831.266600941     0.999022186     0.0001
2456831.287032909     0.998966277     0.0001
2456831.307464778     0.999014781     0.0001
2456831.348328515     0.999019659     0.0001
2456831.368760282     0.99926724     0.0001
2456831.38919225     0.999284777     0.0001
2456831.45048775     0.999205036     0.0001
2456831.470919717     0.999023846     0.0001
2456831.491351583     0.99905304     0.0001
2456831.511783449     0.999127928     0.0001
2456831.532215314     0.999138545     0.0001
2456831.552647179     0.999279973     0.0001
2456831.573079144     0.999084403     0.0001
2456831.593510909     0.999370496     0.0001
2456831.613942773     0.999555436     0.0001
2456831.634374737     0.999273934     0.0001
2456831.71610209     0.998968255     0.0001
2456831.736533953     0.998848978     0.0001
2456831.756965915     0.999105508     0.0001
2456831.777397677     0.999167064     0.0001
2456831.797829539     0.999258411     0.0001
2456831.8182615     0.99919187     0.0001
2456831.838693261     0.998985046     0.0001
2456831.859125122     0.999128773     0.0001
2456831.879557083     0.999146375     0.0001
2456831.899988943     0.99918269     0.0001
2456831.920420803     0.999437459     0.0001
2456831.940852663     0.999342959     0.0001
2456831.961284522     0.999095684     0.0001
2456831.981716382     0.999085139     0.0001
2456832.00214824     0.999165202     0.0001
2456832.022580099     0.999019144     0.0001
2456832.043012058     0.999375964     0.0001
2456832.063443815     0.999377729     0.0001
2456832.083875673     0.999266763     0.0001
2456832.104307531     0.999355392     0.0001
2456832.124739388     0.999402566     0.0001
2456832.186034958     0.999375703     0.0001
2456832.206466714     0.999197307     0.0001
2456832.22689867     0.999365437     0.0001
2456832.247330525     0.999266593     0.0001
2456832.26776248     0.999130061     0.0001
2456832.288194235     0.999240551     0.0001
2456832.30862609     0.999331777     0.0001
2456832.329058045     0.999377825     0.0001
2456832.349489799     0.999342937     0.0001
2456832.369921653     0.999374601     0.0001
2456832.390353606     0.999406502     0.0001
2456832.410785459     0.999122238     0.0001
2456832.431217212     0.999392112     0.0001
2456832.451649165     0.999337075     0.0001
2456832.472081017     0.99941854     0.0001
2456832.49251277     0.999502503     0.0001
2456832.512944721     0.999288426     0.0001
2456832.533376573     0.999207191     0.0001
2456832.553808325     0.999167189     0.0001
2456832.574240276     0.999310761     0.0001
2456832.594672126     0.999472513     0.0001
2456832.676399627     0.999659948     0.0001
2456832.696831376     0.999548675     0.0001
2456832.717263225     0.999383134     0.0001
2456832.737695174     0.99934673     0.0001
2456832.758126922     0.99943522     0.0001
2456832.778558771     0.999638699     0.0001
2456832.798990719     0.999528015     0.0001
2456832.819422467     0.999813367     0.0001
2456832.839854314     0.999536964     0.0001
2456832.860286161     0.99948028     0.0001
2456832.921581701     0.999956277     0.0001
2456832.942013547     0.999637288     0.0001
2456832.962445393     0.999667944     0.0001
2456832.982877339     0.999707976     0.0001
2456833.003309084     0.999774772     0.0001
2456833.023741029     0.999762544     0.0001
2456833.044172874     0.999676665     0.0001
2456833.064604618     0.999642152     0.0001
2456833.085036562     0.999783521     0.0001
2456833.105468406     0.999765655     0.0001
2456833.12590015     0.999686228     0.0001
2456833.146332093     0.99960052     0.0001
2456833.166763936     0.999745404     0.0001
2456833.187195679     0.999872519     0.0001
2456833.207627622     0.999737185     0.0001
2456833.228059464     0.999623505     0.0001
2456833.248491306     0.999809865     0.0001
2456833.268923148     0.999935218     0.0001
2456833.289354989     0.999943161     0.0001
2456833.30978683     1.000061463     0.0001
2456833.330218671     0.999987856     0.0001
2456833.411946032     0.999751279     0.0001
2456833.432377972     0.999789852     0.0001
2456833.452809811     0.999897332     0.0001
2456833.47324155     0.999482213     0.0001
2456833.493673489     0.998741333     0.0001
2456833.514105328     0.998417741     0.0001
2456833.534537066     0.998603042     0.0001
2456833.554969004     0.998693669     0.0001
2456833.575400841     0.999290551     0.0001
2456833.595832579     0.999891272     0.0001
2456833.636696253     0.999879678     0.0001
2456833.657128089     0.999877509     0.0001
2456833.677560026     0.999930547     0.0001
2456833.697991762     0.999807718     0.0001
2456833.718423598     0.999794239     0.0001
2456833.738855533     0.999916079     0.0001
2456833.759287269     1.00000893     0.0001
2456833.779719204     1.000078321     0.0001
2456833.800151038     0.999915941     0.0001
2456833.820582873     0.999833888     0.0001
2456833.841014707     0.999728377     0.0001
2456833.861446541     0.999675308     0.0001
2456833.881878375     0.999886983     0.0001
2456833.902310208     0.999810744     0.0001
2456833.984037539     1.000008807     0.0001
2456834.004469371     0.999785162     0.0001
2456834.024901303     0.999823149     0.0001
2456834.045333035     1.000055835     0.0001
2456834.065764866     0.999825542     0.0001
2456834.086196797     0.999951275     0.0001
2456834.147492289     1.000019338     0.0001
2456834.167924019     1.000047026     0.0001
2456834.188355949     1.000043848     0.0001
2456834.208787778     1.000121981     0.0001
2456834.229219608     0.999818055     0.0001
2456834.249651436     1.000151708     0.0001
2456834.270083165     1.000035465     0.0001
2456834.290515094     1.000077673     0.0001
2456834.310946922     1.000238457     0.0001
2456834.33137875     1.000073843     0.0001
2456834.351810477     0.999850885     0.0001
2456834.372242405     0.999898388     0.0001
2456834.392674232     1.000023965     0.0001
2456834.413105959     1.000084309     0.0001
2456834.433537885     1.000108892     0.0001
2456834.453969712     1.000010055     0.0001
2456834.474401438     1.000033628     0.0001
2456834.494833364     1.000148714     0.0001
2456834.515265189     1.000203933     0.0001
2456834.535697115     1.000149771     0.0001
2456834.55612884     0.999854524     0.0001
2456834.576560665     1.000061945     0.0001
2456834.637856137     1.000365538     0.0001
2456834.658288061     1.000297109     0.0001
2456834.678719785     1.00020279     0.0001
2456834.699151608     1.000185154     0.0001
2456834.719583531     1.000168756     0.0001
2456834.740015254     1.000342117     0.0001
2456834.760447076     1.000184606     0.0001
2456834.780878998     1.000233173     0.0001
2456834.80131082     1.000173206     0.0001
2456834.821742542     1.000344412     0.0001
2456834.842174464     1.000337043     0.0001
2456834.862606285     1.000080494     0.0001
2456834.883038206     1.000358841     0.0001
2456834.903469926     1.000274634     0.0001
2456834.923901747     1.00042569     0.0001
2456834.944333667     1.000235678     0.0001
2456834.964765387     1.000194966     0.0001
2456834.985197207     1.000296341     0.0001
2456835.005629026     1.000479777     0.0001
2456835.026060845     1.000419922     0.0001
2456835.046492664     1.000425486     0.0001
2456835.066924483     1.000477415     0.0001
2456835.148651755     1.00047485     0.0001
2456835.169083573     1.000647814     0.0001
2456835.18951539     1.000289015     0.0001
2456835.209947207     1.000448324     0.0001
2456835.230379123     1.000561984     0.0001
2456835.25081084     1.000598113     0.0001
2456835.271242656     1.000488187     0.0001
2456835.291674572     1.000390717     0.0001
2456835.312106387     1.000519055     0.0001
2456835.332538103     1.000514298     0.0001
2456835.352970018     1.000490217     0.0001
2456835.373401833     1.000589045     0.0001
2456835.393833548     1.000499713     0.0001
2456835.414265462     1.000644691     0.0001
2456835.434697276     1.000462088     0.0001
2456835.45512899     1.000760092     0.0001
2456835.475560904     1.000678971     0.0001
2456835.495992717     1.000731727     0.0001
2456835.51642443     1.00074603     0.0001
2456835.536856343     1.000680733     0.0001
2456835.557288156     1.000901456     0.0001
2456835.639015504     1.000633539     0.0001
2456835.659447215     1.000611861     0.0001
2456835.679879026     1.000766687     0.0001
2456835.700310937     1.000409472     0.0001
2456835.720742648     1.000332552     0.0001
2456835.741174458     1.00057945     0.0001
2456835.761606268     1.000443378     0.0001
2456835.782038078     1.000581959     0.0001
2456835.802469888     1.000608005     0.0001
2456835.822901798     1.000622776     0.0001
2456835.843333507     1.000504863     0.0001
2456835.863765315     1.000587937     0.0001
2456835.884197224     1.000554295     0.0001
2456835.904628933     1.000476718     0.0001
2456835.925060741     1.000714654     0.0001
2456835.945492649     1.000733309     0.0001
2456835.965924357     1.000833442     0.0001
2456835.986356264     1.00037803     0.0001
2456836.006788071     1.000407802     0.0001
2456836.108947104     1.000613948     0.0001
2456836.12937891     1.000735146     0.0001
2456836.149810715     1.000751771     0.0001
2456836.17024252     1.000718325     0.0001
2456836.190674325     1.000676777     0.0001
2456836.21110613     1.0007638     0.0001
2456836.231537935     1.000808619     0.0001
2456836.251969739     1.00069307     0.0001
2456836.272401543     1.000515097     0.0001
2456836.292833447     1.000590923     0.0001
2456836.31326515     1.000641189     0.0001
2456836.333697054     1.000506511     0.0001
2456836.354128857     1.000481605     0.0001
2456836.37456056     1.000691412     0.0001
2456836.394992462     1.00048871     0.0001
2456836.415424265     1.000654756     0.0001
2456836.435855967     1.000669927     0.0001
2456836.456287869     1.000568527     0.0001
2456836.47671957     1.000626725     0.0001
2456836.497151372     1.000607911     0.0001
2456836.517583273     1.000518579     0.0001
2456836.599310375     1.00077813     0.0001
2456836.619742175     1.000876813     0.0001
2456836.640174075     1.000891919     0.0001
2456836.660605874     1.000752185     0.0001
2456836.681037674     1.000811716     0.0001
2456836.701469473     1.000575627     0.0001
2456836.721901272     1.000596722     0.0001
2456836.74233307     1.000660379     0.0001
2456836.762764868     1.000854661     0.0001
2456836.783196666     1.000748782     0.0001
2456836.803628564     1.000894071     0.0001
2456836.824060262     1.000645026     0.0001
2456836.844492059     1.000670211     0.0001
2456836.864923956     1.000128801     0.0001
2456836.885355653     1.000070374     0.0001
2456836.90578745     1.000000865     0.0001
2456836.926219346     0.999922953     0.0001
2456836.946651043     0.999922876     0.0001
2456836.967082839     0.999973408     0.0001
2456837.00794643     1.000693013     0.0001
2456837.028378325     1.000844819     0.0001
2456837.089673709     1.000811824     0.0001
2456837.110105504     1.000818456     0.0001
2456837.130537298     1.000979079     0.0001
2456837.150969091     1.000788336     0.0001
2456837.171400885     1.000775337     0.0001
2456837.191832679     1.000856177     0.0001
2456837.212264472     1.001030567     0.0001
2456837.232696265     1.000925221     0.0001
2456837.253127957     1.000849822     0.0001
2456837.27355985     1.000959591     0.0001
2456837.293991642     1.001120747     0.0001
2456837.314423334     1.001113594     0.0001
2456837.334855226     1.000929793     0.0001
2456837.355287017     1.001025729     0.0001
2456837.375718908     1.001063841     0.0001
2456837.396150599     1.001165247     0.0001
2456837.41658239     1.001148198     0.0001
2456837.437014281     1.001028046     0.0001
2456837.457445971     1.001051376     0.0001
2456837.477877761     1.00087202     0.0001
2456837.498309651     1.000783109     0.0001
2456837.580036709     1.000958922     0.0001
2456837.600468497     1.001041993     0.0001
2456837.620900386     1.00122374     0.0001
2456837.641332174     1.000957386     0.0001
2456837.661763862     1.000978362     0.0001
2456837.68219575     1.000854701     0.0001
2456837.702627538     1.000700803     0.0001
2456837.723059325     1.00081645     0.0001
2456837.743491112     1.001082546     0.0001
2456837.763922899     1.000844622     0.0001
2456837.825218259     1.000737423     0.0001
2456837.845650045     1.001062687     0.0001
2456837.86608183     1.001168819     0.0001
2456837.886513616     1.001059803     0.0001
2456837.927377187     1.001072043     0.0001
2456837.947808972     1.000926548     0.0001
2456837.968240756     1.000849519     0.0001
2456837.988672541     1.001069458     0.0001
2456838.009104325     1.001122188     0.0001
2456838.029536109     1.001080159     0.0001
2456838.049967893     1.001095185     0.0001
2456838.070399776     1.000907823     0.0001
2456838.090831459     1.001125803     0.0001
2456838.111263243     1.001037518     0.0001
2456838.131695125     1.001164822     0.0001
2456838.152126908     1.001190444     0.0001
2456838.17255859     1.001001166     0.0001
2456838.192990473     1.000748775     0.0001
2456838.213422255     1.000931218     0.0001
2456838.233853936     1.000956823     0.0001
2456838.254285818     1.001185073     0.0001
2456838.29514928     1.001053117     0.0001
2456838.315581161     1.000989903     0.0001
2456838.336012942     1.00106205     0.0001
2456838.356444622     1.001088389     0.0001
2456838.376876503     1.001023068     0.0001
2456838.397308283     1.000905484     0.0001
2456838.417740162     1.00086323     0.0001
2456838.438171842     1.001067978     0.0001
2456838.458603621     1.001084775     0.0001
2456838.4790355     1.001114906     0.0001
2456838.499467179     1.001047642     0.0001
2456838.519898958     1.00116128     0.0001
2456838.540330836     1.000977137     0.0001
2456838.560762514     1.001138558     0.0001
2456838.581194293     1.001080432     0.0001
2456838.60162617     1.001117773     0.0001
2456838.622057848     1.001062483     0.0001
2456838.642489625     1.001165921     0.0001
2456838.662921402     1.000897631     0.0001
2456838.703784956     1.001129859     0.0001
2456838.724216832     1.001110952     0.0001
2456838.744648509     1.000949127     0.0001
2456838.805943836     1.001177468     0.0001
2456838.826375711     1.001077109     0.0001
2456838.846807487     1.001205466     0.0001
2456838.867239161     1.000976     0.0001
2456838.887671036     1.001230925     0.0001
2456838.908102811     1.001096744     0.0001
2456838.928534485     1.000902302     0.0001
2456838.948966359     1.001207087     0.0001
2456838.969398133     1.001114778     0.0001
2456838.989829907     1.001136906     0.0001
2456839.01026168     1.0009469     0.0001
2456839.030693453     1.001297178     0.0001
2456839.051125226     1.001323815     0.0001
2456839.071556999     1.001281248     0.0001
2456839.091988772     1.001218091     0.0001
2456839.112420644     1.001139545     0.0001
2456839.132852316     1.001117298     0.0001
2456839.153284088     1.001239159     0.0001
2456839.17371596     1.001238179     0.0001
2456839.194147731     1.001293908     0.0001
2456839.214579403     1.001227259     0.0001
2456839.235011274     1.001239386     0.0001
2456839.255443045     1.001251372     0.0001
2456839.275874715     1.001294048     0.0001
2456839.296306586     1.001238151     0.0001
2456839.316738356     1.000966246     0.0001
2456839.337170026     1.001137537     0.0001
2456839.357601896     1.001281304     0.0001
2456839.378033565     1.001128742     0.0001
2456839.398465335     1.001252709     0.0001
2456839.418897204     1.001167071     0.0001
2456839.439328873     1.001236503     0.0001
2456839.459760742     1.001192609     0.0001
2456839.48019251     1.001003481     0.0001
2456839.541487815     1.001133642     0.0001
2456839.561919582     1.001413233     0.0001
2456839.58235135     1.001314437     0.0001
2456839.602783117     1.001376123     0.0001
2456839.623214884     1.000998379     0.0001
2456839.643646751     1.001000103     0.0001
2456839.664078418     1.00085451     0.0001
2456839.684510184     1.000948345     0.0001
2456839.70494205     1.001100328     0.0001
2456839.725373716     1.001123092     0.0001
2456839.745805482     1.001081886     0.0001
2456839.766237348     1.001244177     0.0001
2456839.786669013     1.001155726     0.0001
2456839.807100879     1.000837696     0.0001
2456839.827532643     1.001064193     0.0001
2456839.847964308     1.001003476     0.0001
2456839.868396173     1.001058804     0.0001
2456839.888827937     1.001145479     0.0001
2456839.909259601     1.000784024     0.0001
2456839.929691465     1.00079248     0.0001
2456840.031850282     1.001048816     0.0001
2456840.052282045     1.001125502     0.0001
2456840.072713807     1.001136806     0.0001
2456840.09314557     1.001206117     0.0001
2456840.134009094     1.001052484     0.0001
2456840.154440855     1.000934045     0.0001
2456840.174872617     1.001233837     0.0001
2456840.195304378     1.001247529     0.0001
2456840.215736239     1.001259407     0.0001
2456840.2361679     1.001221148     0.0001
2456840.256599661     1.001231661     0.0001
2456840.277031521     1.001193742     0.0001
2456840.297463182     1.001276746     0.0001
2456840.317894942     1.001029008     0.0001
2456840.338326801     1.000991361     0.0001
2456840.358758461     1.001064176     0.0001
2456840.379190221     1.00100071     0.0001
2456840.39962208     1.001150159     0.0001
2456840.420053739     1.001282717     0.0001
2456840.522212631     1.001191489     0.0001
2456840.542644389     1.001020924     0.0001
2456840.563076147     1.001134824     0.0001
2456840.583507904     1.001199878     0.0001
2456840.603939662     1.001305623     0.0001
2456840.624371519     1.001037648     0.0001
2456840.644803176     1.001219458     0.0001
2456840.665234932     1.001201207     0.0001
2456840.685666789     1.00108641     0.0001
2456840.706098445     1.001147228     0.0001
2456840.726530201     1.001117063     0.0001
2456840.746961957     1.00123448     0.0001
2456840.767393712     1.001119025     0.0001
2456840.787825568     1.001226287     0.0001
2456840.808257323     1.001222806     0.0001
2456840.828688978     1.001290665     0.0001
2456840.849120833     1.001293753     0.0001
2456840.869552488     1.001216225     0.0001
2456840.889984243     1.001157477     0.0001
2456840.910416097     1.00134308     0.0001
2456840.930847751     1.001298018     0.0001
2456840.951279505     1.001090795     0.0001
2456840.971711359     1.001096073     0.0001
2456840.992143012     1.001277359     0.0001
2456841.012574765     1.001149268     0.0001
2456841.033006618     1.001017166     0.0001
2456841.053438371     1.001128698     0.0001
2456841.073870024     1.001160613     0.0001
2456841.094301876     1.001305702     0.0001
2456841.114733629     1.001131951     0.0001
2456841.135165381     1.001144073     0.0001
2456841.155597133     1.001249687     0.0001
2456841.176028885     1.001059389     0.0001
2456841.196460736     1.001066656     0.0001
2456841.25775599     1.001108876     0.0001
2456841.278187641     1.001237084     0.0001
2456841.298619391     1.001256522     0.0001
2456841.319051242     1.001240885     0.0001
2456841.339482892     1.001198412     0.0001
2456841.359914642     1.001255435     0.0001
2456841.380346492     1.001271444     0.0001
2456841.400778141     1.001113891     0.0001
2456841.421209891     1.001221014     0.0001
2456841.44164174     1.001284215     0.0001
2456841.523368735     1.001161741     0.0001
2456841.543800484     1.001114317     0.0001
2456841.564232232     1.001181441     0.0001
2456841.58466388     1.001043811     0.0001
2456841.605095727     1.001272033     0.0001
2456841.625527475     1.001194959     0.0001
2456841.645959122     1.001127598     0.0001
2456841.666390969     1.001355799     0.0001
2456841.686822716     1.000904004     0.0001
2456841.707254363     1.000911313     0.0001
2456841.72768621     1.001192249     0.0001
2456841.748117956     1.000788965     0.0001
2456841.768549802     1.001187431     0.0001
2456841.788981448     1.001061703     0.0001
2456841.809413194     1.001162379     0.0001
2456841.82984504     1.001081526     0.0001
2456841.850276685     1.001154157     0.0001
2456841.870708431     1.001061388     0.0001
2456841.891140276     1.001160856     0.0001
2456841.911571921     1.001296362     0.0001
2456841.932003665     1.001096864     0.0001
2456841.95243551     1.001026188     0.0001
2456841.972867154     1.001045288     0.0001
2456841.993298898     1.000862964     0.0001
2456842.013730742     1.000933934     0.0001
2456842.034162486     1.00120298     0.0001
2456842.05459413     1.001220632     0.0001
2456842.075025973     1.000849443     0.0001
2456842.095457716     1.000890596     0.0001
2456842.115889459     1.000957421     0.0001
2456842.136321202     1.000990024     0.0001
2456842.156752945     1.000938063     0.0001
2456842.238479914     1.001054349     0.0001
2456842.258911656     1.001078277     0.0001
2456842.279343297     1.0011475     0.0001
2456842.299775139     1.001082471     0.0001
2456842.32020688     1.001107692     0.0001
2456842.340638521     1.001181872     0.0001
2456842.361070362     1.001132557     0.0001
2456842.381502102     1.001055053     0.0001
2456842.401933943     1.001216871     0.0001
2456842.422365583     1.001318991     0.0001
2456842.442797323     1.000989069     0.0001
2456842.463229163     1.001145594     0.0001
2456842.483660803     1.000950593     0.0001
2456842.504092543     1.001019563     0.0001
2456842.524524382     1.001216356     0.0001
2456842.544956121     1.001285929     0.0001
2456842.56538776     1.000989208     0.0001
2456842.585819599     1.001072471     0.0001
2456842.606251338     1.001255365     0.0001
2456842.626682976     1.001114242     0.0001
2456842.647114815     1.001041702     0.0001
2456842.667546553     1.001095359     0.0001
2456842.687978191     1.000961892     0.0001
2456842.708410029     1.001154882     0.0001
2456842.728841766     1.00110278     0.0001
2456842.749273604     1.001103313     0.0001
2456842.769705241     1.000902576     0.0001
2456842.790136978     1.00109073     0.0001
2456842.810568815     1.001000401     0.0001
2456842.831000452     1.000937304     0.0001
2456842.871863924     1.001254822     0.0001
2456842.892295661     1.001007675     0.0001
2456842.912727397     1.001175717     0.0001
2456842.974022604     1.001267448     0.0001
2456842.994454339     1.001318617     0.0001
2456843.014886074     1.001106959     0.0001
2456843.035317809     1.001188413     0.0001
2456843.055749544     1.001279709     0.0001
2456843.076181278     1.001207269     0.0001
2456843.096613113     1.001293356     0.0001
2456843.117044847     1.001294925     0.0001
2456843.137476481     1.001288933     0.0001
2456843.157908315     1.001243245     0.0001
2456843.178340049     1.001195976     0.0001
2456843.198771682     1.001326114     0.0001
2456843.219203516     1.001316805     0.0001
2456843.239635249     1.00122857     0.0001
2456843.260066882     1.001160883     0.0001
2456843.280498715     1.001156997     0.0001
2456843.300930447     1.001362011     0.0001
2456843.32136208     1.001317052     0.0001
2456843.341793912     1.001258154     0.0001
2456843.362225645     1.001358283     0.0001
2456843.382657477     1.001197652     0.0001
2456843.403089108     1.001245058     0.0001
2456843.464384303     1.001360803     0.0001
2456843.484816034     1.001131273     0.0001
2456843.505247865     1.001045428     0.0001
2456843.525679596     1.001085051     0.0001
2456843.546111226     1.0000602     0.0001
2456843.566543057     0.999689261     0.0001
2456843.586974787     0.999570653     0.0001
2456843.607406417     0.999536552     0.0001
2456843.627838247     1.000408481     0.0001
2456843.648269977     1.001135218     0.0001
2456843.668701607     1.001340749     0.0001
2456843.689133436     1.00110557     0.0001
2456843.709565065     1.001227204     0.0001
2456843.729996894     1.00117256     0.0001
2456843.750428623     1.0011537     0.0001
2456843.770860252     1.001295249     0.0001
2456843.791292081     1.001228683     0.0001
2456843.811723809     1.001329107     0.0001
2456843.832155437     1.001101029     0.0001
2456843.852587266     1.001098759     0.0001
2456843.873018993     1.00088697     0.0001
2456843.893450621     1.000995038     0.0001
2456843.913882449     1.001188129     0.0001
2456843.934314176     1.001184546     0.0001
2456843.954745903     1.001140761     0.0001
2456843.975177631     1.00117777     0.0001
2456843.995609357     1.001022952     0.0001
2456844.016041184     1.000994946     0.0001
2456844.036472911     1.0012345     0.0001
2456844.056904537     1.001066723     0.0001
2456844.077336364     1.001035953     0.0001
2456844.09776809     1.00114215     0.0001
2456844.118199716     1.000950383     0.0001
2456844.138631541     1.00103971     0.0001
