BJD - 2454833, Corrected Flux
2022.559948874, 1.000024589,
2022.580380440, 0.999792318,
2022.600812206, 0.999722461,
2022.621243872, 0.999817715,
2022.641675537, 0.999815854,
2022.662107203, 0.999901608,
2022.682538769, 0.999786225,
2022.702970534, 0.999817541,
2022.723402200, 0.999907527,
2022.743833765, 0.999784742,
2022.764265530, 0.999718489,
2022.784697196, 0.999927325,
2022.805128761, 0.999860705,
2022.825560526, 0.999852731,
2022.845992191, 0.999816672,
2022.866423956, 0.999866791,
2022.886855522, 0.999789427,
2022.907287187, 0.999901742,
2022.927718952, 0.999948518,
2022.948150516, 0.999914153,
2022.968582181, 0.999967748,
2022.989013946, 0.999854171,
2023.009445611, 0.999944458,
2023.029877176, 0.999995657,
2023.050308941, 1.000047711,
2023.070740605, 0.999868126,
2023.091172270, 0.999835303,
2023.111603934, 0.999870016,
2023.132035599, 1.000017688,
2023.152467363, 0.999897998,
2023.193330592, 0.999652920,
2023.213762357, 0.999783132,
2023.234193921, 0.999840682,
2023.254625585, 0.999711054,
2023.275057350, 0.999757724,
2023.295488914, 0.999804062,
2023.315920578, 0.999755498,
2023.336352342, 0.999756600,
2023.356783906, 0.999856561,
2023.377215670, 0.999752907,
2023.397647234, 0.999755625,
2023.438510662, 0.999744509,
2023.458942226, 0.999805161,
2023.479373890, 0.999733017,
2023.499805653, 0.999720214,
2023.520237317, 0.999684985,
2023.540668881, 0.999584964,
2023.561100645, 0.999705517,
2023.581532308, 0.999671400,
2023.601963972, 0.999717590,
2023.622395636, 0.999599558,
2023.642827299, 0.999638273,
2023.724554053, 0.999543727,
2023.744985616, 0.999773900,
2023.765417279, 0.999750820,
2023.785849043, 0.999616244,
2023.806280606, 0.999468787,
2023.826712369, 0.999511734,
2023.847144032, 0.999465096,
2023.867575595, 0.999624849,
2023.888007358, 0.999620631,
2023.908439021, 0.999576392,
2023.928870584, 0.999556743,
2023.949302347, 0.999601743,
2023.969734010, 0.999458583,
2023.990165673, 0.999535761,
2024.010597336, 0.999487579,
2024.031028999, 0.999863111,
2024.051460662, 0.999576932,
2024.071892324, 0.999559850,
2024.092323987, 0.999530082,
2024.112755650, 0.999439840,
2024.133187312, 0.999540138,
2024.174050638, 0.999593349,
2024.194482300, 0.999522902,
2024.214913963, 0.999549815,
2024.235345725, 0.999551113,
2024.255777288, 0.999612306,
2024.276209050, 0.999913481,
2024.296640712, 0.999509504,
2024.317072275, 0.999673885,
2024.337504037, 0.999522877,
2024.357935699, 0.999559349,
2024.378367262, 0.999513576,
2024.419230686, 0.999498577,
2024.439662248, 0.999538433,
2024.460094010, 0.999443921,
2024.480525672, 0.999453103,
2024.500957434, 0.999490779,
2024.521388997, 0.999439508,
2024.541820659, 0.999458776,
2024.562252421, 0.999403421,
2024.582683982, 0.999451879,
2024.603115645, 0.999387569,
2024.623547406, 0.999374729,
2024.664410630, 0.999497890,
2024.684842392, 0.999396546,
2024.705274054, 0.999427032,
2024.725705715, 0.999458270,
2024.746137377, 0.999488782,
2024.766568939, 0.999301840,
2024.787000701, 0.999596637,
2024.807432362, 0.999415722,
2024.827863924, 0.999447738,
2024.848295685, 0.999405312,
2024.868727347, 0.999339842,
2024.909590670, 0.999386910,
2024.930022332, 0.999427119,
2024.950454093, 0.999354125,
2024.970885654, 0.999611763,
2024.991317316, 0.999461936,
2025.011749077, 0.999460192,
2025.032180639, 0.999682699,
2025.052612300, 0.999584352,
2025.073044061, 0.999476400,
2025.093475623, 0.999506902,
2025.113907284, 0.999440126,
2025.154770706, 0.999377092,
2025.175202368, 0.999490807,
2025.195634029, 0.999352769,
2025.216065690, 0.999558329,
2025.236497351, 0.999453118,
2025.256929012, 0.999398745,
2025.277360673, 0.999577390,
2025.297792434, 0.999480952,
2025.318223995, 0.999440211,
2025.338655656, 0.999422701,
2025.359087417, 0.999449639,
2025.399950739, 0.999224816,
2025.420382300, 0.999367470,
2025.440813961, 0.999391551,
2025.461245722, 0.999432083,
2025.481677283, 0.999426962,
2025.502108944, 0.999361012,
2025.522540705, 0.999374424,
2025.542972265, 0.999379934,
2025.563403926, 0.999441998,
2025.583835687, 0.999536947,
2025.604267248, 0.999363184,
2025.685993991, 0.999392229,
2025.706425651, 0.999321861,
2025.726857312, 0.999521058,
2025.747288973, 0.999729324,
2025.767720633, 0.999364850,
2025.788152294, 0.999267021,
2025.808583955, 0.999783518,
2025.829015615, 0.999483188,
2025.849447376, 0.999486446,
2025.890310597, 0.999465894,
2025.910742357, 0.999550253,
2025.931174018, 0.999563143,
2025.951605578, 0.999721400,
2025.972037339, 0.999482187,
2025.992468999, 0.999421435,
2026.012900560, 0.999524180,
2026.033332320, 0.999534987,
2026.053763980, 0.999384245,
2026.074195641, 0.999480098,
2026.094627301, 0.999546795,
2026.155922282, 0.999637469,
2026.176353842, 0.999511924,
2026.196785603, 0.999568912,
2026.217217263, 0.999611068,
2026.237648923, 0.999754529,
2026.258080584, 0.999570114,
2026.278512244, 0.999488350,
2026.298944004, 0.999613626,
2026.319375564, 0.999493233,
2026.339807225, 0.999578414,
2026.401102205, 0.999633502,
2026.421533965, 0.999631140,
2026.441965626, 0.999592941,
2026.462397186, 0.999518141,
2026.482828946, 0.999646906,
2026.503260606, 0.999613755,
2026.523692366, 0.999677134,
2026.564555586, 0.999643274,
2026.584987347, 0.999444529,
2026.605418907, 0.999644047,
2026.625850567, 0.999503565,
2026.646282327, 0.999685638,
2026.666713887, 0.999589829,
2026.687145547, 0.999677007,
2026.707577307, 0.999609948,
2026.728008867, 0.999735023,
2026.748440627, 0.999612920,
2026.768872287, 0.999470002,
2026.789303847, 0.999600943,
2026.809735607, 0.999569128,
2026.830167167, 0.999649075,
2026.871030587, 0.999572892,
2026.891462147, 0.999690967,
2026.911893807, 0.999671692,
2026.932325567, 0.999701651,
2026.952757227, 0.999614856,
2026.973188887, 0.999565051,
2026.993620547, 0.999801336,
2027.014052207, 0.999686243,
2027.034483967, 0.999856444,
2027.054915527, 0.999986450,
2027.116210507, 0.999682989,
2027.136642167, 0.999662674,
2027.157073927, 0.999607871,
2027.177505487, 0.999623348,
2027.197937247, 0.999664318,
2027.218368907, 0.999751066,
2027.238800467, 0.999576936,
2027.259232227, 0.999565289,
2027.279663887, 0.999709118,
2027.300095446, 0.999705359,
2027.381822186, 0.999466745,
2027.402253846, 0.999622279,
2027.422685606, 0.999730229,
2027.443117166, 0.999683808,
2027.463548826, 0.999594562,
2027.483980486, 0.999557645,
2027.504412246, 0.999626213,
2027.524843806, 0.999544884,
2027.545275566, 0.999594940,
2027.565707125, 0.999467056,
2027.627002105, 0.999543813,
2027.647433865, 0.999592139,
2027.667865525, 0.999584953,
2027.688297085, 0.999792092,
2027.708728845, 0.999476342,
2027.729160505, 0.999501542,
2027.749592065, 0.999785415,
2027.770023825, 0.999666244,
2027.790455485, 0.999487599,
2027.810887245, 0.999541762,
2027.872182225, 0.999460132,
2027.892613785, 0.999512412,
2027.913045445, 0.999598886,
2027.933477205, 0.999846909,
2027.953908765, 0.999704962,
2027.974340425, 0.999576334,
2027.994772185, 0.999548744,
2028.035635505, 0.999529317,
2028.056067165, 0.999478667,
2028.076498825, 0.999508848,
2028.096930485, 0.999485364,
2028.178657125, 0.999470454,
2028.199088785, 0.999467809,
2028.219520445, 0.999501087,
2028.239952105, 0.999579824,
2028.260383865, 0.999453271,
2028.280815425, 0.999466410,
2028.301247085, 0.999449319,
2028.342110406, 0.999407710,
2028.362542066, 0.999580350,
2028.382973826, 0.999494635,
2028.403405386, 0.999590793,
2028.423837146, 0.999493501,
2028.444268806, 0.999585954,
2028.464700367, 0.999475284,
2028.485132127, 0.999448934,
2028.505563787, 0.998978186,
2028.525995347, 0.998656765,
2028.546427107, 0.998733323,
2028.607722088, 0.998735428,
2028.628153749, 0.998898338,
2028.648585509, 0.999492311,
2028.669017069, 0.999498816,
2028.689448729, 0.999524476,
2028.709880490, 0.999512008,
2028.750743710, 0.999604897,
2028.771175471, 0.999402997,
2028.791607131, 0.999490379,
2028.852902112, 0.999659169,
2028.873333773, 0.999485220,
2028.893765433, 0.999476613,
2028.914196994, 0.999661518,
2028.934628754, 0.999478713,
2028.955060415, 0.999570161,
2028.975491975, 0.999452629,
2028.995923736, 0.999453398,
2029.016355396, 0.999512930,
2029.036786957, 0.999511600,
2029.057218717, 0.999489363,
2029.077650378, 0.999469261,
2029.098082139, 0.999505706,
2029.118513699, 0.999604390,
2029.138945360, 0.999414395,
2029.179808681, 0.999544378,
2029.200240342, 0.999521219,
2029.220672103, 0.999473124,
2029.241103763, 0.999552415,
2029.261535424, 0.999452939,
2029.281967085, 0.999668432,
2029.343262067, 0.999458898,
2029.363693728, 0.999465897,
2029.384125489, 0.999498120,
2029.404557050, 0.999437004,
2029.424988711, 0.999510874,
2029.465852033, 0.999476693,
2029.486283793, 0.999404912,
2029.506715454, 0.999415287,
2029.588441999, 0.999570101,
2029.608873760, 0.999824697,
2029.629305321, 0.999447551,
2029.649736982, 0.999484495,
2029.670168743, 0.999524746,
2029.690600304, 0.999516185,
2029.711032065, 0.999511049,
2029.731463727, 0.999521722,
2029.751895388, 0.999358238,
2029.772327049, 0.999654989,
2029.833622033, 0.999508566,
2029.854053695, 0.999578433,
2029.874485456, 0.999518991,
2029.894917117, 0.999581305,
2029.915348679, 0.999400068,
2029.935780440, 0.999675514,
2029.956212102, 0.999418915,
2029.976643663, 0.999416317,
2029.997075425, 0.999454634,
2030.017507086, 0.999400031,
2030.058370410, 0.999497372,
2030.078802071, 0.999521587,
2030.099233833, 0.999536920,
2030.119665395, 0.999758827,
2030.140097056, 0.999433586,
2030.160528818, 0.999424917,
2030.180960380, 0.999509177,
2030.201392042, 0.999585038,
2030.221823704, 0.999495213,
2030.242255365, 0.999469631,
2030.283118689, 0.999537518,
2030.303550351, 0.999352993,
2030.323982113, 0.999456416,
2030.344413675, 0.999456253,
2030.364845337, 0.999342797,
2030.385277099, 0.999304762,
2030.405708761, 0.999484498,
2030.426140324, 0.999434666,
2030.446572086, 0.999315795,
2030.467003748, 0.999444376,
2030.487435410, 0.999544056,
2030.507867072, 0.999362694,
2030.548730397, 0.999510442,
2030.569162059, 0.999515570,
2030.589593722, 0.999525993,
2030.610025484, 0.999479798,
2030.630457047, 0.999399856,
2030.650888709, 0.998279689,
2030.671320472, 0.998111395,
2030.691752034, 0.997948005,
2030.712183797, 0.998065329,
2030.732615459, 0.998440478,
2030.753047022, 0.999434549,
2030.793910447, 0.999509992,
2030.814342010, 0.999469007,
2030.834773773, 0.999521195,
2030.855205436, 0.999534474,
2030.875637098, 0.999538081,
2030.896068761, 0.999505830,
2030.916500424, 0.999399347,
2030.936932087, 0.999523789,
2030.957363750, 0.999837073,
2030.977795413, 0.999573306,
2030.998227076, 0.999522902,
2031.059522166, 0.999503944,
2031.079953729, 0.999608945,
2031.100385492, 0.999575825,
2031.120817155, 0.999439316,
2031.141248719, 0.999497838,
2031.161680482, 0.999577804,
2031.182112145, 0.999366960,
2031.202543709, 0.999450692,
2031.222975472, 0.999308330,
2031.243407136, 0.999363708,
2031.284270463, 0.999542884,
2031.304702127, 0.999515363,
2031.325133890, 0.999466977,
2031.345565454, 0.999476906,
2031.365997118, 0.999488310,
2031.386428882, 0.999384321,
2031.406860445, 0.999327650,
2031.427292109, 0.999382311,
2031.447723873, 0.999337860,
2031.468155437, 0.999382378,
2031.488587201, 0.999344174,
2031.549882193, 0.999332688,
2031.570313857, 0.999274112,
2031.611177186, 0.999422196,
2031.631608850, 0.999320947,
2031.652040414, 0.999371004,
2031.672472179, 0.999564456,
2031.692903843, 0.999481875,
2031.713335508, 0.999297379,
2031.733767172, 0.999334653,
2031.795062166, 0.999386881,
2031.815493831, 0.999354074,
2031.835925595, 0.999484204,
2031.856357160, 0.999473649,
2031.876788925, 0.999517165,
2031.897220590, 0.999441945,
2031.917652155, 0.999184251,
2031.938083919, 0.999230679,
2031.958515584, 0.999184635,
2031.978947149, 0.999182363,
2032.019810580, 0.999311758,
2032.040242245, 0.999411735,
2032.060673910, 0.999438205,
2032.081105575, 0.999463381,
2032.101537341, 0.999224868,
2032.121968906, 0.999292796,
2032.142400571, 0.999439510,
2032.162832337, 0.999341490,
2032.183263902, 0.999330464,
2032.203695568, 0.999308092,
2032.224127333, 0.999245162,
2032.285422330, 0.999225009,
2032.305853896, 0.999224371,
2032.326285662, 0.999285198,
2032.346717328, 0.999206908,
2032.367148894, 0.999184323,
2032.387580660, 0.999276548,
2032.408012326, 0.999272104,
2032.428443892, 0.999001039,
2032.448875658, 0.999217685,
2032.489739091, 0.999203319,
2032.510170657, 0.999162105,
2032.530602323, 0.999077123,
2032.551034090, 0.999154433,
2032.571465656, 0.999064797,
2032.591897323, 0.998994975,
2032.612329089, 0.999013666,
2032.632760656, 0.999171441,
2032.653192422, 0.999041503,
2032.673624089, 0.999154420,
2032.694055656, 0.999365873,
2032.714487423, 0.999127469,
2032.755350756, 0.999181154,
2032.775782423, 0.999182207,
2032.796214090, 0.999091522,
2032.816645758, 0.999003259,
2032.837077425, 0.999093194,
2032.857509092, 0.999129373,
2032.877940759, 0.999241676,
2032.898372526, 0.999216161,
2032.918804094, 0.999136673,
2032.939235861, 0.999179431,
2032.959667429, 0.999063154,
2033.000530864, 0.999109529,
2033.020962431, 0.999074290,
2033.041394199, 0.999111328,
2033.061825867, 0.999106164,
2033.082257435, 0.998997367,
2033.102689203, 0.999031271,
2033.123120870, 0.999092688,
2033.143552438, 0.999047320,
2033.163984206, 0.999016126,
2033.184415875, 0.999161416,
2033.204847443, 0.998995672,
2033.266142648, 0.999137135,
2033.286574216, 0.998981954,
2033.307005884, 0.999089130,
2033.327437653, 0.998878523,
2033.347869221, 0.998982089,
2033.368300890, 0.999077726,
2033.388732659, 0.999059021,
2033.409164327, 0.999032782,
2033.429595996, 0.998947397,
2033.511322672, 0.999018867,
2033.531754341, 0.999034677,
2033.552186110, 0.999018977,
2033.572617680, 0.999101439,
2033.593049449, 0.999039654,
2033.613481018, 0.998908759,
2033.633912688, 0.999129902,
2033.654344457, 0.999113842,
2033.674776027, 0.998897933,
2033.695207696, 0.999057765,
2033.736071036, 0.999211886,
2033.756502706, 0.998992818,
2033.776934475, 0.999033628,
2033.797366045, 0.999204825,
2033.817797815, 0.999200820,
2033.838229485, 0.998985903,
2033.879092826, 0.998968320,
2033.899524496, 0.998846338,
2033.919956166, 0.998917299,
2033.940387837, 0.999010426,
2033.981251278, 0.998931957,
2034.001682848, 0.998860339,
2034.022114519, 0.998898939,
2034.042546290, 0.998907573,
2034.062977960, 0.998880246,
2034.083409531, 0.999029536,
2034.103841302, 0.998864043,
2034.124272973, 0.999025645,
2034.144704544, 0.999111464,
2034.165136315, 0.998975478,
2034.185567987, 0.999027967,
2034.246863001, 0.998945330,
2034.267294672, 0.999056933,
2034.287726344, 0.999101081,
2034.308158015, 0.999005621,
2034.328589687, 0.999073568,
2034.349021359, 0.999073670,
2034.369453130, 0.999064248,
2034.389884702, 0.999057899,
2034.410316374, 0.998948940,
2034.430748146, 0.999001658,
2034.471611391, 0.999120083,
2034.492043163, 0.998899401,
2034.512474735, 0.999121422,
2034.532906408, 0.999105233,
2034.553338180, 0.998986097,
2034.573769752, 0.999161581,
2034.594201525, 0.998972719,
2034.614633198, 0.999033740,
2034.635064870, 0.999039138,
2034.655496543, 0.999021050,
2034.675928216, 0.999086685,
2034.737223235, 0.999131768,
2034.757655008, 0.998992945,
2034.778086682, 0.999144054,
2034.798518255, 0.999149805,
2034.818950028, 0.999028478,
2034.839381702, 0.999101239,
2034.859813276, 0.998918087,
2034.880245049, 0.999047485,
2034.900676723, 0.999261556,
2034.921108297, 0.999144835,
2034.982403418, 0.999001396,
2035.002835093, 0.998954655,
2035.023266667, 0.998967951,
2035.043698441, 0.999045197,
2035.064130115, 0.999117954,
2035.084561690, 0.999083155,
2035.104993464, 0.999103776,
2035.125425139, 0.998990222,
2035.145856913, 0.998928595,
2035.166288488, 0.998942688,
2035.207151938, 0.999046746,
2035.227583513, 0.998944639,
2035.248015188, 0.999040994,
2035.268446963, 0.999001000,
2035.288878638, 0.998973071,
2035.309310313, 0.999019094,
2035.329741988, 0.999074482,
2035.350173664, 0.998904220,
2035.370605339, 0.998818240,
2035.391037015, 0.998893517,
2035.411468691, 0.998928829,
2035.472763718, 0.999130503,
2035.493195494, 0.998932979,
2035.513627070, 0.998992895,
2035.534058846, 0.999161496,
2035.554490522, 0.998871705,
2035.574922099, 0.999004381,
2035.595353875, 0.998914516,
2035.615785552, 0.999026590,
2035.636217128, 0.998899144,
2035.656648905, 0.999036927,
2035.717943935, 0.998907873,
2035.738375512, 0.999149114,
2035.758807289, 0.998968655,
2035.779238966, 0.998993732,
2035.799670644, 0.999049626,
2035.820102321, 0.999068553,
2035.840533998, 0.998987528,
2035.860965776, 0.999049816,
2035.881397353, 0.998990479,
2035.901829031, 0.999013821,
2035.963124064, 0.999028580,
2035.983555842, 0.999040003,
2036.003987521, 0.998985185,
2036.024419099, 0.999004230,
2036.044850877, 0.998859729,
2036.065282555, 0.999114525,
2036.085714334, 0.998908914,
2036.106145912, 0.999096595,
2036.126577591, 0.999048378,
2036.147009370, 0.998895063,
2036.187872627, 0.998943067,
2036.208304406, 0.998936041,
2036.228735985, 0.998942585,
2036.249167764, 0.998858460,
2036.269599344, 0.998951181,
2036.290031023, 0.998994830,
2036.310462802, 0.998941893,
2036.330894482, 0.998992809,
2036.351326061, 0.999009475,
2036.371757841, 0.998973068,
2036.453484461, 0.999013987,
2036.473916241, 0.998969356,
2036.494347921, 0.998948918,
2036.514779601, 0.998997603,
2036.535211282, 0.998950675,
2036.555642962, 0.998858453,
2036.576074643, 0.998942699,
2036.596506423, 0.999086972,
2036.616938004, 0.999010732,
2036.637369785, 0.998970865,
2036.698664828, 0.998946006,
2036.719096509, 0.999064584,
2036.739528091, 0.999084387,
2036.759959872, 0.999054118,
2036.780391554, 0.999043896,
2036.800823335, 0.999086160,
2036.821254917, 0.998987370,
2036.841686599, 0.999164123,
2036.862118381, 0.999106169,
2036.882549963, 0.999018500,
2036.943845009, 0.998925569,
2036.964276692, 0.998962366,
2036.984708474, 0.999020513,
2037.005140057, 0.998956342,
2037.025571839, 0.999095080,
2037.046003422, 0.999037155,
2037.066435105, 0.999022778,
2037.086866888, 0.998968042,
2037.107298571, 0.999013696,
2037.127730154, 0.999092919,
2037.189025304, 0.998962366,
2037.209456988, 0.998954898,
2037.229888671, 0.998989782,
2037.250320355, 0.999015779,
2037.270752039, 0.999041333,
2037.291183723, 0.998894131,
2037.311615507, 0.998993136,
2037.332047091, 0.998872310,
2037.352478875, 0.999029762,
2037.372910559, 0.998889821,
2037.434205613, 0.999013968,
2037.454637198, 0.999039048,
2037.475068983, 0.999054107,
2037.495500668, 0.998944431,
2037.515932253, 0.999084966,
2037.536364038, 0.999698613,
2037.556795723, 0.999063302,
2037.597659094, 0.999086482,
2037.618090779, 0.999139179,
2037.679385837, 0.999102436,
2037.699817523, 0.999003875,
2037.720249209, 0.998522205,
2037.740680995, 0.998341406,
2037.761112581, 0.998190845,
2037.781544268, 0.998119770,
2037.801976054, 0.998388105,
2037.822407741, 0.998381183,
2037.842839327, 0.998464884,
2037.863271114, 0.998654689,
2037.904134488, 0.998996565,
2037.924566175, 0.998987012,
2037.944997862, 0.999013356,
2037.965429650, 0.998914578,
2037.985861237, 0.999281265,
2038.006292925, 0.999196626,
2038.026724712, 0.998997985,
2038.047156300, 0.999150099,
2038.067587988, 0.998941037,
2038.088019776, 0.998855535,
2038.169746429, 0.999069731,
2038.190178218, 0.999005845,
2038.210609906, 0.999123158,
2038.231041495, 0.999012796,
2038.251473284, 0.998972122,
2038.271904973, 0.998993822,
2038.292336662, 0.998991247,
2038.312768351, 0.999044404,
2038.333200040, 0.998969878,
2038.374063419, 0.998938082,
2038.394495109, 0.999173810,
2038.414926798, 0.999156844,
2038.435358488, 0.999015395,
2038.455790278, 0.998924838,
2038.476221968, 0.999029414,
2038.496653558, 0.998892420,
2038.517085349, 0.998950380,
2038.537517039, 0.999171953,
2038.557948630, 0.998968475,
2038.578380420, 0.999205933,
2038.598812111, 0.999002860,
2038.660107184, 0.999231827,
2038.680538975, 0.998981221,
2038.700970566, 0.999070999,
2038.721402258, 0.998945761,
2038.741834049, 0.999162441,
2038.762265641, 0.999164447,
2038.782697332, 0.999114246,
2038.803129124, 0.999409508,
2038.823560716, 0.999093300,
2038.843992508, 0.999069837,
2038.884855793, 0.999032888,
2038.905287585, 0.999067284,
2038.925719278, 0.999197544,
2038.946150971, 0.999151686,
2038.966582663, 0.999166222,
2038.987014356, 0.999123442,
2039.007446049, 0.999136548,
2039.027877742, 0.999167318,
2039.048309436, 0.999124457,
2039.068741129, 0.999052574,
2039.130036310, 0.999189331,
2039.150467904, 0.999138483,
2039.170899598, 0.999122713,
2039.191331392, 0.999231507,
2039.211762986, 0.999262748,
2039.232194780, 0.999177691,
2039.252626475, 0.999235317,
2039.273058069, 0.999245250,
2039.293489864, 0.999240992,
2039.313921559, 0.999239750,
2039.334353154, 0.999340470,
2039.416080034, 0.999205938,
2039.436511730, 0.999199127,
2039.456943525, 0.999348847,
2039.477375121, 0.999264890,
2039.497806817, 0.999252529,
2039.518238613, 0.999423784,
2039.538670209, 0.999383143,
2039.559101906, 0.999249736,
2039.599965398, 0.999295031,
2039.620397095, 0.999521280,
2039.640828792, 0.999271881,
2039.661260389, 0.999375965,
2039.681692186, 0.999290029,
2039.702123883, 0.999289480,
2039.722555480, 0.999741483,
2039.742987277, 0.999564004,
2039.763418975, 0.999374608,
2039.783850772, 0.999370184,
2039.804282370, 0.999378427,
2039.824714068, 0.999373225,
2039.886009162, 0.999277858,
2039.906440960, 0.999361861,
2039.926872559, 0.999300921,
2039.947304258, 0.999317816,
2039.967736056, 0.999481523,
2039.988167655, 0.999279908,
2040.008599454, 0.999369382,
2040.029031153, 0.999455162,
2040.049462752, 0.999489747,
2040.069894552, 0.999377012,
2040.110757851, 0.999361000,
2040.131189651, 0.999512580,
2040.151621350, 0.999387778,
2040.172053150, 0.999396270,
2040.192484751, 0.999386989,
2040.212916451, 0.999381521,
2040.233348251, 0.999443369,
2040.253779952, 0.999592970,
2040.274211552, 0.999591391,
2040.294643353, 0.999456763,
2040.315075054, 0.999534132,
2040.376370158, 0.999554092,
2040.396801859, 0.999587969,
2040.417233560, 0.999675253,
2040.437665162, 0.999455125,
2040.458096964, 0.999571746,
2040.478528666, 0.999524783,
2040.498960268, 0.999623013,
2040.519392070, 0.999539086,
2040.539823773, 0.999605483,
2040.560255575, 0.999555915,
2040.621550683, 0.999423007,
2040.641982286, 0.999554925,
2040.662413989, 0.999613864,
2040.682845793, 0.999713256,
2040.703277396, 0.998601190,
2040.723709200, 0.998335876,
2040.744140903, 0.998410797,
2040.764572607, 0.998531417,
2040.785004311, 0.998600450,
2040.846299424, 0.999671451,
2040.866731128, 0.999842878,
2040.887162933, 0.999895482,
2040.907594537, 0.999712554,
2040.928026242, 0.999803652,
2040.948458047, 0.999852158,
2040.968889752, 0.999702529,
2040.989321358, 0.999745344,
2041.009753163, 0.999739953,
2041.030184769, 0.999794263,
2041.050616474, 0.999668622,
2041.111911692, 0.999757713,
2041.152775005, 0.999854116,
2041.173206812, 0.999856263,
2041.193638518, 0.999701775,
2041.214070125, 0.999666986,
2041.234501932, 0.999876826,
2041.254933639, 0.999708843,
2041.275365446, 0.999765452,
2041.295797054, 0.999812495,
2041.377523884, 0.999929902,
2041.397955692, 0.999833707,
2041.418387301, 0.999694513,
2041.438819009, 0.999776000,
2041.459250818, 1.000084617,
2041.479682526, 0.999861308,
2041.500114235, 1.000116016,
2041.520545944, 1.000067817,
2041.540977653, 0.999900743,
2041.561409362, 1.000006275,
2041.581841071, 1.000051351,
2041.602272781, 0.999872113,
2041.622704590, 0.999820972,
2041.643136200, 1.000015903,
2041.663568010, 0.999992754,
2041.683999620, 1.000064171,
2041.704431330, 0.999865384,
2041.745294751, 0.999975374,
2041.765726462, 0.999818838,
2041.786158273, 0.999847428,
2041.827021694, 1.000002142,
2041.847453406, 0.999859759,
2041.867885017, 1.000019813,
2041.888316828, 0.999904577,
2041.908748540, 0.999982856,
2041.929180152, 1.000085550,
2041.949611964, 1.000069955,
2041.970043676, 0.999988614,
2041.990475388, 0.999989850,
2042.010907101, 0.999936054,
2042.031338813, 0.999907042,
2042.092633951, 0.999864171,
2042.113065765, 0.999901185,
2042.133497478, 1.000004168,
2042.153929091, 0.999983346,
2042.174360905, 0.999919373,
2042.194792618, 0.999902980,
2042.215224332, 1.000010112,
2042.235656046, 1.000032071,
2042.256087760, 1.000010184,
2042.337814618, 0.999956785,
2042.358246333, 0.999978715,
2042.378678148, 0.999939283,
2042.399109764, 1.000038012,
2042.419541479, 1.000005046,
2042.439973294, 1.000070255,
2042.460404910, 0.999931049,
2042.480836626, 1.000070106,
2042.501268442, 1.000016145,
2042.521700058, 1.000138141,
2042.542131774, 1.000011944,
2042.562563590, 1.000128744,
2042.582995207, 1.000275911,
2042.603427024, 1.000237934,
2042.623858741, 1.000219046,
2042.644290458, 1.000257015,
2042.664722175, 1.000292508,
2042.685153892, 1.000150578,
2042.705585609, 1.000236276,
2042.726017327, 1.000343333,
2042.746449045, 1.000217200,
2042.766880863, 1.000285213,
2042.828176017, 1.000267289,
2042.848607736, 1.000328950,
2042.869039355, 1.000326623,
2042.889471174, 1.000258238,
2042.909902893, 1.000345550,
2042.930334612, 1.000437697,
2042.950766331, 1.000270048,
2042.971198051, 1.000225472,
2042.991629770, 1.000254925,
2043.012061490, 1.000165364,
2043.073356650, 1.000313479,
2043.093788271, 1.000317471,
2043.114220091, 1.000200560,
2043.134651812, 1.000162160,
2043.155083633, 1.000083834,
2043.175515254, 1.000267610,
2043.195946975, 1.000295659,
2043.216378796, 1.000287035,
2043.257242140, 1.000398966,
2043.318537406, 1.000534235,
2043.338969128, 1.000308884,
2043.359400850, 1.000166417,
2043.379832573, 1.000341935,
2043.400264296, 1.000485885,
2043.420696019, 1.000575681,
2043.441127842, 1.000525114,
2043.461559465, 1.000342253,
2043.481991289, 1.000496737,
2043.502423012, 1.000438098,
2043.543286460, 1.000369519,
2043.563718184, 1.000593574,
2043.584149808, 1.000341857,
2043.604581633, 1.000677011,
2043.625013357, 1.000450341,
2043.645445182, 1.000691948,
2043.665876807, 1.000432385,
2043.686308532, 1.000401471,
2043.706740257, 1.000538661,
2043.727171983, 1.000636483,
2043.747603608, 1.000707453,
2043.788467160, 1.000283426,
2043.808898786, 1.000608832,
2043.849762338, 1.000357436,
2043.870194165, 1.000569886,
2043.890625792, 1.000487293,
2043.911057518, 1.000495710,
2043.951920973, 1.000543832,
2043.972352700, 1.000622821,
2043.992784528, 1.000583525,
2044.033647983, 1.000638113,
2044.054079711, 1.000685124,
2044.074511439, 1.000462611,
2044.094943168, 1.000616771,
2044.115374896, 1.000727242,
2044.135806625, 1.000463318,
2044.156238454, 1.000416829,
2044.176670083, 1.000565303,
2044.197101912, 1.000529435,
2044.217533641, 1.000700037,
2044.299260461, 1.000603510,
2044.319692291, 1.000514170,
2044.340124021, 1.000693969,
2044.360555652, 1.000677903,
2044.380987483, 1.000826061,
2044.401419113, 1.000443657,
2044.421850944, 1.000548631,
2044.442282676, 1.000572812,
2044.462714307, 1.000570914,
2044.544441334, 1.000686600,
2044.585304899, 1.000591740,
2044.605736532, 1.000687199,
2044.626168265, 1.000781391,
2044.646600097, 1.000664509,
2044.667031831, 1.000683068,
2044.687463464, 1.000536765,
2044.728327031, 1.000710184,
2044.748758765, 1.000791577,
2044.769190499, 1.000704294,
2044.789622233, 1.000626079,
2044.810054067, 1.000692791,
2044.830485702, 1.000696850,
2044.850917436, 1.000774239,
